site,sample,species,density,rbi,srl,unique_id,air_porosity,som
S6,S3,Banksia ericifolia,0.34495076491836113,0.7881773399014778,1450.0,S6S3Banksia ericifolia3,NA,5.9528669352
S6,S1,Entolasia stricta,0.16521181114830924,1.228932584269663,1998.59649122807,S6S1Entolasia stricta1,1.185770751,5.9528669352
S6,S2,Entolasia stricta,0.14235810445982855,2.064435408195183,8413.157894736842,S6S2Entolasia stricta2,-1.851152248,5.9528669352
S6,S2,Entolasia stricta,0.1078307517627095,2.064435408195183,8413.157894736842,S6S2Entolasia stricta2,-1.851152248,5.9528669352
S6,S3,Entolasia stricta,0.3311545459577283,2.195293291183702,3450.909090909091,S6S3Entolasia stricta3,3.397027601,5.9528669352
S6,S3,Entolasia stricta,0.18045930622691647,2.195293291183702,3450.909090909091,S6S3Entolasia stricta3,3.397027601,5.9528669352
S6,S1,Gonocarpus micranthus,0.2137369296922299,1.5772870662460567,1118.8235294117646,S6S1Gonocarpus micranthus1,8.027079304,5.9528669352
S6,S1,Gonocarpus micranthus,0.12257833706444417,1.5772870662460567,1118.8235294117646,S6S1Gonocarpus micranthus1,8.027079304,5.9528669352
S6,S2,Gonocarpus micranthus,0.09631281179093325,1.0789668892035875,7061.4285714285725,S6S2Gonocarpus micranthus2,-10.31613977,5.9528669352
S6,S3,Gonocarpus micranthus,0.11213483151947144,1.3562386980108498,14746.66666666667,S6S3Gonocarpus micranthus3,5.767790262,5.9528669352
S6,S1,Lepidosperma neesii,0.2739607811443753,0.6762468300929839,910.0,S6S1Lepidosperma neesii1,9.803921569,5.9528669352
S6,S2,Lepidosperma neesii,0.1713319518301424,1.0398098633392752,3205.7142857142862,S6S2Lepidosperma neesii2,5.630397237,5.9528669352
