site,sample,site_class,species,species_code,replicate,fresh_mass_of_roots,Mass_of_pycnometer_filled_with_water,temperature_of_water_reading_1,density_1,fresh_weight_pycnometer_with_roots_and_water_before_vaccuum,temp_of_water_reading_2,density_2,fresh_weight_pycnometer_after_vacuum,root_volume,air_root_volume,air_porosity
S17,S1,IU,Lepidosperma neesii,nee,1,0.265,92.6643,23.2,0.998,92.6452,24.6,0.998,92.6645,0.284669339,0.019338677,6.793382612
S17,S2,IU,Lepidosperma neesii,nee,2,0.076,92.6815,23.2,0.998,92.6527,24.6,0.998,92.6658,0.10501002,0.013126253,12.5
S17,S3,IU,Lepidosperma neesii,nee,3,0.0821,92.6859,23.2,0.998,92.665,24.6,0.998,92.6695,0.103206413,0.004509018,4.368932039
S17,S1,IU,Leptocarpus tenax,tenax,1,0.6539,92.6724,23.2,0.998,92.4485,24.6,0.998,92.5826,0.879559118,0.134368737,15.27682843
S17,S2,IU,Leptocarpus tenax,tenax,2,0.0334,92.6846,23.2,0.998,92.6752,24.6,0.998,92.6756,0.042885772,0.000400802,0.934579439
S17,S3,IU,Leptocarpus tenax,tenax,3,0.029,92.6682,23.2,0.998,92.6556,24.6,0.998,92.6578,0.041683367,0.002204409,5.288461538
S17,S1,IU,Lepyrodia scariosa ,lepy,1,0.3392,92.6796,23.2,0.998,92.5614,24.6,0.998,92.6173,0.458316633,0.056012024,12.22125055
S17,S2,IU,Lepyrodia scariosa ,lepy,2,0.2971,92.6767,23.2,0.998,92.6252,24.6,0.998,92.6508,0.349298597,0.025651303,7.343660356
S17,S3,IU,Lepyrodia scariosa ,lepy,3,0.5721,92.679,23.2,0.998,92.5738,24.6,0.998,92.6209,0.678657315,0.047194389,6.954082386
S17,S1,IU,Plinthanthesis paradoxa,plin,1,0.1934,92.6607,23.2,0.998,92.6457,24.6,0.998,92.6497,0.208817635,0.004008016,1.919385797
S17,S1,IU,Ptilothrix deusta,pti,1,0.5276,92.6776,23.2,0.998,92.5035,24.6,0.998,92.6588,0.703106212,0.155611222,22.13196523
S17,S2,IU,Ptilothrix deusta,pti,2,0.4246,92.6798,23.2,0.998,92.5876,24.6,0.998,92.6704,0.517835671,0.082965932,16.02167183
S17,S3,IU,Ptilothrix deusta,pti,3,0.5711,92.696,23.2,0.998,92.5883,24.6,0.998,92.6681,0.680160321,0.07995992,11.75604007
S18,S1,IB,Banksia ericifolia,eric,1,0.1475,92.6619,23.2,0.998,92.6737,,,,0.135971944,,
S18,S2,IB,Banksia ericifolia,eric,2,0.112,92.6715,23.2,0.998,92.6704,,,,0.113326653,,
S18,S3,IB,Banksia ericifolia,eric,3,0.1004,92.6589,23.2,0.998,92.6743,,,,0.085170341,,
S18,S1,IB,Banksia oblongifolia,obl,1,0.1686,92.6624,23.2,0.998,92.6862,24.6,0.998,,0.14509018,,
S18,S2,IB,Banksia oblongifolia,obl,2,0.2736,92.6699,23.2,0.998,92.6927,24.6,0.998,,0.251302605,,
S18,S1,IB,Cyathochaeta diandra,cya,1,0.2198,92.6732,23.2,0.998,92.6515,24.6,0.998,92.6672,0.241983968,0.015731463,6.501035197
S18,S2,IB,Cyathochaeta diandra,cya,2,0.1151,92.6865,23.2,0.998,92.666,24.6,0.998,92.6767,0.135871743,0.010721443,7.890855457
S18,S3,IB,Cyathochaeta diandra,cya,3,0.141,92.6877,23.2,0.998,92.6844,24.6,0.998,92.6876,0.144589178,0.003206413,2.217602218
S18,S1,IB,Empodisma minus,emp,1,0.9736,92.6797,23.2,0.998,92.6426,24.6,0.998,92.6971,1.012725451,0.054609218,5.392302365
S18,S2,IB,Empodisma minus,emp,2,0.7516,92.6845,23.2,0.998,92.6961,24.6,0.998,92.7254,0.741482966,0.029358717,3.959459459
S18,S3,IB,Empodisma minus,emp,3,0.4488,92.6606,23.2,0.998,92.6574,24.6,0.998,92.6801,0.452905812,0.022745491,5.022123894
S18,S1,IB,Entolasia stricta,ento,1,0.1964,92.652,23.2,0.998,92.6627,24.6,0.998,,0.186072144,,
S18,S2,IB,Entolasia stricta,ento,2,0.1252,92.6764,23.2,0.998,92.6779,24.6,0.998,,0.123947896,,
S18,S1,IB,Eurychorda complanata,eury,1,1.2467,92.6755,23.2,0.998,92.2856,24.6,0.998,92.5718,1.63987976,0.286773547,17.48747403
S18,S2,IB,Eurychorda complanata,eury,2,0.4365,92.6662,23.2,0.998,92.4605,24.6,0.998,92.6037,0.643486974,0.143486974,22.29834942
S18,S3,IB,Eurychorda complanata,eury,3,0.9096,92.6798,23.2,0.998,92.3233,24.6,0.998,92.6178,1.268637275,0.29509018,23.26040597
S18,S1,IB,Gonocarpus micranthus,gono,1,0.1004,92.6749,23.2,0.998,92.6652,24.6,0.998,,0.110320641,,
S18,S2,IB,Gonocarpus micranthus,gono,2,0.214,92.6464,23.2,0.998,92.6402,24.6,0.998,92.6514,0.220641283,0.011222445,5.086285195
S18,S3,IB,Gonocarpus micranthus,gono,3,0.0328,92.6662,23.2,0.998,92.6601,24.6,0.998,,0.038977956,,
S18,S1,IB,Gonocarpus tetragynus,tetra,1,0.0133,92.657,23.2,0.998,92.6543,24.6,0.998,,0.016032064,,
S18,S3,IB,Gonocarpus tetragynus,tetra,3,0.0416,92.6784,23.2,0.998,92.6635,24.6,0.998,,0.056613226,-92.8491984,-164006.1947
S18,S2,IB,Lepidosperma neesii,nee,2,0.2717,92.6822,23.2,0.998,92.6104,24.6,0.998,92.6473,0.344188377,0.036973948,10.74235808
S18,S3,IB,Lepidosperma neesii,nee,3,0.1982,92.6705,23.2,0.998,92.6503,24.6,0.998,92.6645,0.218837675,0.014228457,6.501831502
S18,S1,IB,Leptocarpus tenax,tenax,1,0.3613,92.6633,23.2,0.998,92.4579,24.6,0.998,92.5621,0.567835671,0.104408818,18.3871537
S18,S2,IB,Leptocarpus tenax,tenax,2,0.3171,92.677,23.2,0.998,92.1156,24.6,0.998,92.5261,0.880260521,0.411322645,46.72737621
S18,S1,IB,Leptospermum squarrosum,lepto,1,0.0725,92.6902,23.2,0.998,92.6634,,,,0.099498998,,
S18,S2,IB,Leptospermum squarrosum,lepto,2,0.0236,92.6565,23.2,0.998,92.6579,,,,0.022244489,,
S18,S1,IB,Lepyrodia scariosa ,lepy,1,0.2767,92.6683,23.2,0.998,92.5629,24.6,0.998,92.6185,0.382865731,0.055711423,14.55116462
S18,S2,IB,Lepyrodia scariosa ,lepy,2,0.2529,92.6883,23.2,0.998,92.5798,24.6,0.998,92.6394,0.362124248,0.059719439,16.49142225
S18,S3,IB,Lepyrodia scariosa ,lepy,3,0.1845,92.6937,23.2,0.998,92.6036,24.6,0.998,92.6419,0.275150301,0.038376754,13.94756009
S18,S1,IB,Lomandra obliqua,loma,1,0.0099,92.6626,23.2,0.998,92.6574,24.6,0.998,,0.015130261,,
S18,S1,IB,Plinthanthesis paradoxa,plin,1,0.0459,92.6643,23.2,0.998,92.66,24.6,0.998,,0.050300601,,
S18,S2,IB,Plinthanthesis paradoxa,plin,2,0.0611,92.6699,23.2,0.998,92.6624,24.6,0.998,,0.068737475,,
S18,S3,IB,Plinthanthesis paradoxa,plin,3,0.0561,92.6681,23.2,0.998,92.652,24.6,0.998,,0.072344689,,
S18,S1,IB,Ptilothrix deusta,pti,1,0.6302,92.6829,23.2,0.998,92.6423,24.6,0.998,92.7147,0.672144289,0.07254509,10.79308289
S18,S2,IB,Ptilothrix deusta,pti,2,0.5309,92.6985,23.2,0.998,92.6649,24.6,0.998,92.7351,0.565631263,0.070340681,12.43578388
S18,S3,IB,Ptilothrix deusta,pti,3,0.4271,92.6782,23.2,0.998,92.5992,24.6,0.998,92.6961,0.507114228,0.097094188,19.14641375
S19,S2,IU,Banksia ericifolia,eric,2,0.1861,92.6841,23.2,0.998,92.6901,24.6,0.998,,0.180460922,,
S19,S3,IU,Banksia ericifolia,eric,3,0.1926,92.6758,23.2,0.998,92.6923,,,,0.176452906,,
S19,S1,IU,Cyathochaeta diandra,cya,1,0.9796,92.6778,23.2,0.998,92.6816,24.6,0.998,92.7042,0.977755511,0.022645291,2.316048371
S19,S2,IU,Cyathochaeta diandra,cya,2,0.2491,92.6681,23.2,0.998,92.6425,24.6,0.998,92.6608,0.275250501,0.018336673,6.661812887
S19,S3,IU,Cyathochaeta diandra,cya,3,0.5236,92.6817,23.2,0.998,92.5176,24.6,0.998,92.6361,0.689078156,0.118737475,17.23135088
S19,S1,IU,Empodisma minus,emp,1,0.4306,92.6723,23.2,0.998,92.693,24.6,0.998,92.6995,0.410721443,0.006513026,1.585752623
S19,S2,IU,Empodisma minus,emp,2,0.3375,92.6814,23.2,0.998,92.6888,24.6,0.998,92.6777,0.330761523,-0.011122244,-3.362617389
S19,S3,IU,Empodisma minus,emp,3,0.4607,92.6541,23.2,0.998,92.6819,24.6,0.998,92.6873,0.433767535,0.005410822,1.247401247
S19,S1,IU,Entolasia stricta,ento,1,0.5814,92.6645,23.2,0.998,92.6878,24.6,0.998,92.6857,0.559218437,-0.002104208,-0.376276653
S19,S2,IU,Entolasia stricta,ento,2,0.2951,92.673,23.2,0.998,92.6742,24.6,0.998,92.6762,0.294488978,0.002004008,0.680503573
S19,S3,IU,Entolasia stricta,ento,3,0.3885,92.6698,23.2,0.998,92.7112,24.6,0.998,92.6704,0.347795591,-0.040881764,-11.7545376
S19,S1,IU,Eurychorda complanata,eury,1,0.8669,92.6743,23.2,0.998,92.3883,24.6,0.998,92.566,1.155210421,0.178056112,15.41330558
S19,S2,IU,Eurychorda complanata,eury,2,0.8929,92.6728,23.2,0.998,92.2784,24.6,0.998,92.5287,1.28987976,0.250801603,19.44379709
S19,S3,IU,Eurychorda complanata,eury,3,1.2456,92.6616,23.2,0.998,92.2663,24.6,0.998,92.5602,1.644188377,0.294488978,17.91090255
S19,S1,IU,Gonocarpus micranthus,gono,1,0.0456,92.6801,23.2,0.998,92.6764,24.6,0.998,92.6708,0.049398798,-0.005611222,-11.35902637
S19,S1,IU,Gonocarpus tetragynus,tetra,1,0.0246,92.6697,23.2,0.998,92.6638,24.6,0.998,,0.030561122,,
S19,S3,IU,Gonocarpus tetragynus,tetra,3,0.0265,92.6765,23.2,0.998,92.6733,24.6,0.998,,0.029759519,,
S19,S1,IU,Lepidosperma neesii,nee,1,0.1187,92.6856,23.2,0.998,92.63,24.6,0.998,92.6567,0.174649299,0.026753507,15.31841652
S19,S3,IU,Lepidosperma neesii,nee,3,0.1066,92.6762,23.2,0.998,92.6452,24.6,0.998,92.6563,0.137875752,0.011122244,8.066860465
S19,S1,IU,Leptocarpus tenax,tenax,1,0.2784,92.6578,23.2,0.998,92.5017,24.6,0.998,92.5905,0.435370741,0.088977956,20.43728423
S19,S2,IU,Leptocarpus tenax,tenax,2,0.3161,92.6728,23.2,0.998,92.3996,24.6,0.998,92.5433,0.590480962,0.143987976,24.3848634
S19,S3,IU,Leptocarpus tenax,tenax,3,0.2073,92.6458,23.2,0.998,92.4645,24.6,0.998,92.5804,0.389378758,0.116132265,29.82501287
S19,S2,IU,Leptospermum squarrosum,lepto,2,0.2009,92.6694,23.2,0.998,92.657,,,,0.213727455,,
S19,S3,IU,Leptospermum squarrosum,lepto,3,0.0371,92.6773,23.2,0.998,92.6793,,,,0.035170341,,
S19,S1,IU,Lepyrodia scariosa ,lepy,1,0.1264,92.6619,23.2,0.998,92.5783,24.6,0.998,92.6084,0.210420842,0.030160321,14.33333333
S19,S2,IU,Lepyrodia scariosa ,lepy,2,0.1913,92.6645,23.2,0.998,92.6211,24.6,0.998,92.6491,0.235170341,0.028056112,11.93012356
S19,S3,IU,Lepyrodia scariosa ,lepy,3,0.2235,92.6739,23.2,0.998,92.6674,24.6,0.998,92.663,0.230460922,-0.004408818,-1.913043478
S19,S1,IU,Plinthanthesis paradoxa,plin,1,0.3069,92.6752,23.2,0.998,92.6689,24.6,0.998,92.6649,0.313827655,-0.004008016,-1.277139208
S19,S3,IU,Plinthanthesis paradoxa,plin,3,0.5599,92.6583,23.2,0.998,92.6315,24.6,0.998,92.6519,0.587875752,0.020440882,3.477075166
S19,S1,IU,Ptilothrix deusta,pti,1,0.7004,92.6612,23.2,0.998,92.6343,24.6,0.998,92.7072,0.728757515,0.073046092,10.02337412
S19,S2,IU,Ptilothrix deusta,pti,2,0.4166,92.672,23.2,0.998,92.5499,24.6,0.998,92.6808,0.539779559,0.131162325,24.29923891
S19,S3,IU,Ptilothrix deusta,pti,3,0.3571,92.6588,23.2,0.998,92.6417,24.6,0.998,92.6623,0.3749499,0.020641283,5.505077499
S19,S1,IU,Xyris bracteata,xyr,1,0.9944,92.6659,23.2,0.998,92.295,24.6,0.998,92.5086,1.368036072,0.214028056,15.64491321
S20,S1,IB,Banksia ericifolia,eric,1,0.1649,92.6779,23.2,0.998,92.6615,,,,0.181663327,,
S20,S2,IB,Banksia ericifolia,eric,2,0.0975,92.674,23.2,0.998,92.7035,,,,0.068136273,,
S20,S3,IB,Banksia ericifolia,eric,3,0.0758,92.6795,23.2,0.998,92.6808,,,,0.074649299,,
S20,S1,IB,Cyathochaeta diandra,cya,1,0.1444,92.6655,23.2,0.998,92.6557,24.6,0.998,,0.154509018,,
S20,S2,IB,Cyathochaeta diandra,cya,2,0.1374,92.669,23.2,0.998,92.6542,24.6,0.998,92.6645,0.15250501,0.010320641,6.767411301
S20,S3,IB,Cyathochaeta diandra,cya,3,0.4049,92.6696,23.2,0.998,92.5995,24.6,0.998,92.6406,0.475951904,0.041182365,8.652631579
S20,S1,IB,Empodisma minus,emp,1,0.208,92.6682,23.2,0.998,92.6535,24.6,0.998,92.6617,0.223146293,0.008216433,3.68208352
S20,S2,IB,Empodisma minus,emp,2,0.1809,92.6629,23.2,0.998,92.6189,24.6,0.998,92.6533,0.225350701,0.034468938,15.29568697
S20,S3,IB,Empodisma minus,emp,3,0.674,92.6568,23.2,0.998,92.5945,24.6,0.998,92.6715,0.737775551,0.077154309,10.45769387
S20,S1,IB,Entolasia stricta,ento,1,0.0829,92.6778,23.2,0.998,92.6761,24.6,0.998,,0.084769539,,
S20,S2,IB,Entolasia stricta,ento,2,0.3681,92.6847,23.2,0.998,92.6583,24.6,0.998,92.6655,0.395290581,0.007214429,1.825095057
S20,S3,IB,Entolasia stricta,ento,3,0.0835,92.6784,23.2,0.998,92.6763,24.6,0.998,92.6771,0.085771543,0.000801603,0.934579439
S20,S1,IB,Eurychorda complanata,eury,1,0.3979,92.6699,23.2,0.998,92.5116,24.6,0.998,92.643,0.557314629,0.131663327,23.62459547
S20,S2,IB,Eurychorda complanata,eury,2,0.2764,92.6568,23.2,0.998,92.546,24.6,0.998,92.6039,0.387975952,0.058016032,14.9535124
S20,S3,IB,Eurychorda complanata,eury,3,0.3808,92.6659,23.2,0.998,92.5376,24.6,0.998,92.6168,0.51012024,0.079358717,15.55686506
S20,S1,IB,Gonocarpus micranthus,gono,1,0.0762,92.6651,23.2,0.998,92.6552,24.6,0.998,,0.086272545,,
S20,S2,IB,Gonocarpus micranthus,gono,2,0.0519,92.6854,23.2,0.998,92.6629,24.6,0.998,92.6667,0.074549098,0.003807615,5.107526882
S20,S3,IB,Gonocarpus micranthus,gono,3,0.1348,92.6819,23.2,0.998,92.6599,24.6,0.998,,0.157114228,,
S20,S1,IB,Gonocarpus tetragynus,tetra,1,0.1189,92.6865,23.2,0.998,92.6901,24.6,0.998,,0.115531062,,
S20,S2,IB,Gonocarpus tetragynus,tetra,2,0.0207,92.6601,23.2,0.998,92.6631,24.6,0.998,,0.017735471,,
S20,S1,IB,Lepidosperma neesii,nee,1,0.2362,92.6715,23.2,0.998,92.5072,24.6,0.998,92.6003,0.401302605,0.093286573,23.24594257
S20,S2,IB,Lepidosperma neesii,nee,2,0.1225,92.6742,23.2,0.998,92.5906,24.6,0.998,92.6399,0.206513026,0.049398798,23.92042698
S20,S3,IB,Lepidosperma neesii,nee,3,0.1977,92.6596,23.2,0.998,92.5691,24.6,0.998,92.6399,0.288777555,0.070941884,24.56627342
S20,S1,IB,Leptocarpus tenax,tenax,1,0.1479,92.6515,23.2,0.998,92.5549,24.6,0.998,92.6135,0.24498998,0.058717435,23.96728016
S20,S2,IB,Leptocarpus tenax,tenax,2,0.0821,92.6778,23.2,0.998,92.6179,24.6,0.998,92.6535,0.142284569,0.035671343,25.07042254
S20,S3,IB,Leptocarpus tenax,tenax,3,0.2814,92.6605,23.2,0.998,92.4235,24.6,0.998,92.5971,0.519438878,0.173947896,33.48765432
S20,S1,IB,Leptospermum squarrosum,lepto,1,0.0383,92.6775,23.2,0.998,92.669,,,,0.046893788,,
S20,S2,IB,Leptospermum squarrosum,lepto,2,0.0565,92.6668,23.2,0.998,92.6612,,,,0.062224449,,
S20,S3,IB,Leptospermum squarrosum,lepto,3,0.0596,92.6756,23.2,0.998,92.6791,,,,0.056212425,,
S20,S1,IB,Lepyrodia scariosa ,lepy,1,0.196,92.6804,23.2,0.998,92.5834,24.6,0.998,92.6333,0.293587174,0.05,17.03071672
S20,S2,IB,Lepyrodia scariosa ,lepy,2,0.1829,92.6839,23.2,0.998,92.5688,24.6,0.998,92.5906,0.298597194,0.021843687,7.315436242
S20,S3,IB,Lepyrodia scariosa ,lepy,3,0.3527,92.6646,23.2,0.998,92.6359,24.6,0.998,92.6732,0.382164329,0.037374749,9.779758783
S20,S1,IB,Plinthanthesis paradoxa,plin,1,0.1224,92.6735,23.2,0.998,92.6578,24.6,0.998,,0.138376754,,
S20,S2,IB,Plinthanthesis paradoxa,plin,2,0.2423,92.6692,23.2,0.998,92.6449,24.6,0.998,92.6677,0.267134269,0.022845691,8.552138035
S20,S3,IB,Plinthanthesis paradoxa,plin,3,0.3322,92.6753,23.2,0.998,92.4726,24.6,0.998,92.6204,0.535971944,0.148096192,27.63133296
S20,S4,IB,Plinthanthesis paradoxa,plin,4,0.3843,92.6679,23.2,0.998,92.5853,24.6,0.998,92.6261,0.467835671,0.040881764,8.738487899
S20,S1,IB,Ptilothrix deusta,pti,1,0.3206,92.6681,23.2,0.998,92.6257,24.6,0.998,92.6618,0.363727455,0.036172345,9.944903581
S20,S2,IB,Ptilothrix deusta,pti,2,0.4244,92.6614,23.2,0.998,92.5574,24.6,0.998,92.6915,0.529458918,0.134368737,25.37850114
S20,S3,IB,Ptilothrix deusta,pti,3,0.3145,92.6712,23.2,0.998,92.6228,24.6,0.998,92.6641,0.363627255,0.041382766,11.3805456
S3,S1,IB,Banksia ericifolia,eric,1,0.1133,92.6828,23.2,0.998,92.6816,24.6,0.998,,0.114729459,,
S3,S2,IB,Banksia ericifolia,eric,2,0.1976,92.6887,23.2,0.998,92.7041,24.6,0.998,,0.18256513,,
S3,S3,IB,Banksia ericifolia,eric,3,0.1304,92.6834,23.2,0.998,92.7013,24.6,0.998,,0.112725451,,
S3,S1,IB,Cyathochaeta diandra,cya,1,0.1469,92.6984,23.2,0.998,92.7036,24.6,0.998,92.7067,0.141983968,0.003106212,2.187720536
S3,S2,IB,Cyathochaeta diandra,cya,2,0.0764,92.6926,22.8,0.998,92.6868,24.6,0.998,92.6901,0.082364729,0.003306613,4.01459854
S3,S3,IB,Cyathochaeta diandra,cya,3,0.1138,92.6988,23.2,0.998,92.6777,24.6,0.998,92.6822,0.135170341,0.004509018,3.335804299
S3,S1,IB,Entolasia stricta,ento,1,0.1347,92.6884,23.2,0.998,92.6988,24.6,0.998,92.6767,0.124549098,-0.022144289,-17.77956557
S3,S2,IB,Entolasia stricta,ento,2,0.6158,92.6892,23.2,0.998,92.6739,24.6,0.998,92.6853,0.632364729,0.011422846,1.80636983
S3,S3,IB,Entolasia stricta,ento,3,0.6424,92.6926,23.2,0.998,92.6997,24.6,0.998,92.7096,0.636573146,0.00991984,1.558318904
S3,S1,IB,Gonocarpus micranthus,gono,1,0.1757,92.6905,23.2,0.998,92.6709,24.6,0.998,92.681,0.195691383,0.01012024,5.171530978
S3,S2,IB,Gonocarpus micranthus,gono,2,0.8354,92.706,23.2,0.998,92.6492,24.6,0.998,92.6897,0.893987976,0.040581162,4.539340955
S3,S3,IB,Gonocarpus micranthus,gono,3,0.2389,92.7017,23.2,0.998,92.6533,24.6,0.998,92.6605,0.287875752,0.007214429,2.506091194
S3,S1,IB,Gonocarpus tetragynus,tetra,1,0.1815,92.6904,23.2,0.998,92.6762,24.6,0.998,92.6841,0.196092184,0.007915832,4.036791007
S3,S2,IB,Gonocarpus tetragynus,tetra,2,0.3036,92.6924,23.2,0.998,92.6887,24.6,0.998,92.6898,0.307915832,0.001102204,0.357956394
S3,S3,IB,Gonocarpus tetragynus,tetra,3,0.2794,92.6943,23.2,0.998,92.6762,24.6,0.998,92.6825,0.298096192,0.006312625,2.117647059
S3,S1,IB,Lepidosperma neesii,nee,1,0.1121,92.6994,23.2,0.998,92.6534,24.6,0.998,92.6706,0.158416834,0.017234469,10.87919039
S3,S2,IB,Lepidosperma neesii,nee,2,0.2051,92.6911,23.2,0.998,92.5859,24.6,0.998,92.6312,0.310921844,0.045390782,14.59877538
S3,S1,IB,Leptocarpus tenax,tenax,1,0.5518,92.6942,22.8,0.998,92.5525,24.6,0.998,92.6248,0.69488978,0.07244489,10.42537851
S3,S2,IB,Leptocarpus tenax,tenax,2,0.3346,92.6807,23.2,0.998,92.5162,24.6,0.998,92.6084,0.5001002,0.09238477,18.47325185
S3,S3,IB,Leptocarpus tenax,tenax,3,0.2405,92.6919,23.2,0.998,92.6371,24.6,0.998,92.663,0.295891784,0.025951904,8.770741619
S3,S1,IB,Leptospermum squarrosum,lepto,1,0.0463,92.6936,23.2,0.998,92.688,24.6,0.998,,0.052004008,,
S3,S2,IB,Leptospermum squarrosum,lepto,2,0.267,92.675,23.2,0.998,92.6689,24.6,0.998,,0.273647295,,
S3,S3,IB,Leptospermum squarrosum,lepto,3,0.2244,92.6915,23.2,0.998,92.6805,24.6,0.998,,0.235871743,,
S3,S1,IB,Lepyrodia scariosa ,lepy,1,0.0843,92.6832,22.8,0.998,92.6573,24.6,0.998,92.6785,0.110420842,0.021242485,19.23774955
S3,S2,IB,Lepyrodia scariosa ,lepy,2,0.1837,92.6985,23.2,0.998,92.6824,24.6,0.998,,0.200200401,-92.86813627,-46387.58759
S3,S3,IB,Lepyrodia scariosa ,lepy,3,0.1433,92.6987,23.2,0.998,92.6531,24.6,0.998,92.662,0.189278557,0.008917836,4.71148756
S3,S2,IB,Plinthanthesis paradoxa,plin,2,0.8554,92.6804,23.2,0.998,92.5571,24.6,0.998,92.5871,0.980661323,0.03006012,3.065290692
S3,S3,IB,Plinthanthesis paradoxa,plin,3,0.9115,92.6937,23.2,0.998,92.7092,24.6,0.998,92.7289,0.897795591,0.019739479,2.198660714
S3,S1,IB,Ptilothrix deusta,pti,1,0.4086,92.6989,23.2,0.998,92.6135,24.6,0.998,92.6688,0.49498998,0.055410822,11.19433198
S3,S2,IB,Ptilothrix deusta,pti,2,0.1107,92.6907,23.2,0.998,92.6677,24.6,0.998,92.6764,0.133967936,0.008717435,6.50710546
S3,S3,IB,Ptilothrix deusta,pti,3,0.3077,92.6982,23.2,0.998,92.632,24.6,0.998,92.6736,0.374649299,0.041683367,11.12596951
S4,S1,IU,Banksia ericifolia,eric,1,0.1065,92.6666,23.2,0.998,92.6537,24.6,0.998,92.6549,0.119639279,0.001202405,1.005025126
S4,S2,IU,Banksia ericifolia,eric,2,0.0625,92.6532,23.2,0.998,92.6523,24.6,0.998,92.647,0.063527054,-0.005310621,-8.359621451
S4,S3,IU,Banksia ericifolia,eric,3,0.1854,92.6692,23.2,0.998,92.6857,24.6,0.998,92.6825,0.169238477,-0.003206413,-1.894612197
S4,S1,IU,Banksia oblongifolia,obl,1,0.4605,92.6745,23.2,0.998,92.6903,24.6,0.998,92.6958,0.445591182,0.005511022,1.236788846
S4,S2,IU,Banksia oblongifolia,obl,2,0.1896,92.675,23.2,0.998,92.7052,24.6,0.998,92.6755,0.159719439,-0.029759519,-18.63237139
S4,S1,IU,Cyathochaeta diandra,cya,1,0.0679,92.6789,23.2,0.998,92.6589,24.6,0.998,92.6604,0.088076152,0.001503006,1.706484642
S4,S2,IU,Cyathochaeta diandra,cya,2,0.2712,92.6563,23.2,0.998,92.6423,24.6,0.998,92.6477,0.285771543,0.005410822,1.893408135
S4,S3,IU,Cyathochaeta diandra,cya,3,0.0579,92.6663,23.2,0.998,92.6693,24.6,0.998,92.6701,0.05501002,0.000801603,1.4571949
S4,S1,IU,Entolasia stricta,ento,1,0.1898,92.6788,23.2,0.998,92.6804,24.6,0.998,,0.188577154,,
S4,S2,IU,Entolasia stricta,ento,2,0.1216,92.6605,23.2,0.998,92.6655,24.6,0.998,,0.116833667,,
S4,S1,IU,Gonocarpus tetragynus,tetra,1,0.117,92.6698,23.2,0.998,92.6576,24.6,0.998,92.6473,0.129458918,-0.010320641,-7.972136223
S4,S2,IU,Gonocarpus tetragynus,tetra,2,0.0863,92.6648,23.2,0.998,92.6548,24.6,0.998,92.6558,0.096492986,0.001002004,1.038421599
S4,S3,IU,Gonocarpus tetragynus,tetra,3,0.1005,92.6542,23.2,0.998,92.6477,24.6,0.998,,0.107214429,,
S4,S1,IU,Lepidosperma neesii,nee,1,0.1045,92.6761,23.2,0.998,92.6689,24.6,0.998,92.6716,0.111923848,0.002705411,2.417188899
S4,S2,IU,Lepidosperma neesii,nee,2,0.1505,92.6624,23.2,0.998,92.6589,24.6,0.998,92.6751,0.154308617,0.016232465,10.51948052
S4,S3,IU,Lepidosperma neesii,nee,3,0.0523,92.6713,23.2,0.998,92.6632,24.6,0.998,92.6629,0.060521042,-0.000300601,-0.496688742
S4,S1,IU,Leptocarpus tenax,tenax,1,0.0245,92.6605,23.2,0.998,92.6433,24.6,0.998,92.6474,0.041783567,0.004108216,9.832134293
S4,S2,IU,Leptocarpus tenax,tenax,2,0.3802,92.6681,23.2,0.998,92.3722,24.6,0.998,92.5075,0.67745491,0.135571142,20.01183257
S4,S3,IU,Leptocarpus tenax,tenax,3,0.0718,92.6709,23.2,0.998,92.6328,24.6,0.998,92.6513,0.11012024,0.018537074,16.83348499
S4,S1,IU,Leptospermum squarrosum,lepto,1,0.1844,92.6491,23.2,0.998,92.6657,24.6,0.998,92.6646,0.168136273,-0.001102204,-0.655542312
S4,S2,IU,Leptospermum squarrosum,lepto,2,0.5551,92.6584,23.2,0.998,92.7193,24.6,0.998,92.7113,0.495190381,-0.008016032,-1.618777823
S4,S3,IU,Leptospermum squarrosum,lepto,3,0.2507,92.6766,23.2,0.998,92.6708,24.6,0.998,92.6679,0.257014028,-0.002905812,-1.130604288
S4,S1,IU,Lepyrodia scariosa ,lepy,1,0.2846,92.6747,23.2,0.998,92.5786,24.6,0.998,92.6494,0.381462926,0.070941884,18.59732072
S4,S2,IU,Lepyrodia scariosa ,lepy,2,0.1055,92.6697,23.2,0.998,92.6192,24.6,0.998,92.6467,0.156312625,0.02755511,17.62820513
S4,S3,IU,Lepyrodia scariosa ,lepy,3,0.1174,92.6546,23.2,0.998,92.5996,24.6,0.998,92.6403,0.172745491,0.040781563,23.60788863
S4,S1,IU,Lomandra obliqua,loma,1,0.1151,92.6574,23.2,0.998,92.6612,24.6,0.998,92.6552,0.111523046,-0.006012024,-5.39083558
S4,S2,IU,Lomandra obliqua,loma,2,0.2804,92.6691,23.2,0.998,92.7042,24.6,0.998,,0.245791583,,
S4,S3,IU,Lomandra obliqua,loma,3,0.2205,92.6572,23.2,0.998,92.6727,24.6,0.998,,0.205410822,,
S4,S1,IU,Ptilothrix deusta,pti,1,0.3873,92.6574,23.2,0.998,92.6242,24.6,0.998,92.6757,0.421342685,0.051603206,12.24732461
S4,S2,IU,Ptilothrix deusta,pti,2,0.3271,92.6523,23.2,0.998,92.6558,24.6,0.998,92.6767,0.324248497,0.020941884,6.458590853
